No.,Case,"Amicus Curiae Briefs"
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","14.    Amicus Brief, BRIEF OF SENATOR C. BRADLEY HUTTO, SENATOR GERALD MALLOY, SENATOR JOHN L. SCOTT, JR., REPRESENTATIVE GILDA COBB-HUNTER, and THE LEAGUE OF WOMEN VOTERS OF SOUTH CAROLINA as AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 658  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","15.    Amicus Brief, BRIEF OF AMICUS CURIAE THE AMERICAN BAR ASSOCIATION IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 661  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","16.    Answer, BRIEF OF AMICI CURIAE JURISDICTIONS THAT HAVE BAILED OUT IN SUPPORT OF RESPONDENTS AND URGING AFFIRMANCE, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 664  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","17.    Amicus Brief, BRIEF FOR PROJECT 21 AS AMICUS CURIAE IN SUPPORT OF PETITIONER, January 2, 2013, 2013 U.S. S. Ct. Briefs LEXIS 49  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","18.    Amicus Brief, BRIEF OF AMICUS CURIAE SOUTHEASTERN LEGAL FOUNDATION SUPPORTING PETITIONER, January 2, 2013, 2013 U.S. S. Ct. Briefs LEXIS 9  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","19.    Amicus Brief, AMICUS CURIAE BRIEF OF MOUNTAIN STATES LEGAL FOUNDATION IN SUPPORT OF PETITIONER, December 28, 2012, 2012 U.S. S. Ct. Briefs LEXIS 5495  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","20.    Amicus Brief, BRIEF OF PROFESSOR PATRICIA A. BROUSSARD, SABRINA COLLINS, STACY HANE, AKUNNA OLUMBA AND NAMED STUDENTS AND ORGANIZATIONS OF FLORIDA A & M UNIVERSITY COLLEGE OF LAW AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, January 23, 2013, 2013 U.S. S. Ct. Briefs LEXIS 510  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","21.    Amicus Brief, BRIEF OF AMICUS CURIAE THE STATE OF ALASKA IN SUPPORT OF PETITIONER SHELBY COUNTY, ALABAMA, January 2, 2013, 2013 U.S. S. Ct. Briefs LEXIS 22  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","22.    Amicus Brief, BRIEF OF NATIONAL LATINO ORGANIZATIONS AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 755  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","23.    Amicus Brief, BRIEF OF HISTORIANS AND SOCIAL SCIENTISTS AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 759  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","24.    Amicus Brief, BRIEF OF ARIZONA, ALABAMA, GEORGIA, SOUTH CAROLINA, SOUTH DAKOTA, AND TEXAS AS AMICI CURIAE IN SUPPORT OF PETITIONER, August 23, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3471  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","25.    Amicus Brief, BRIEF OF MERCED COUNTY, CALIFORNIA, AS AMICUS CURIAE IN SUPPORT OF NO PARTY, January 4, 2013, 2013 U.S. S. Ct. Briefs LEXIS 19  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","26.    Amicus Brief, BRIEF OF AMICUS CURIAE NATIONAL BAR ASSOCIATION IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 587  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","27.    Amicus Brief, BRIEF OF REPS. F. JAMES SENSENBRENNER, JR., JOHN CONYERS, JR., STEVE CHABOT, JERROLD NADLER, MELVIN L. WATT, AND ROBERT C. SCOTT AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 589  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","28.    Amicus Brief, BRIEF FOR PROFESSORS RICHARD L. ENGSTROM, THEODORE S. ARRINGTON, AND DAVID T. CANON AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 592  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","29.    Amicus Brief, BRIEF OF AMICUS CURIAE NATIONAL LAWYERS GUILD IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 656  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","30.    Amicus Brief, BRIEF OF AMICI CURIAE THE NAVAJO NATION, LEONARD GORMAN, ANTHONY WOUNDED HEAD, SR., AND OLIVER J. SEMANS, SR., IN SUPPORT OF RESPONDENTS AND RESPONDENT-INTERVENORS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 665  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","31.    Amicus Brief, BRIEF OF THE BRENNAN CENTER FOR JUSTICE AT NYU SCHOOL OF LAW AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 545  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","32.    Amicus Brief, Brief of Amicus Curiae Cato Institute In Support of Petitioner, January 2, 2013, 2013 U.S. S. Ct. Briefs LEXIS 23  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","33.    Amicus Brief, BRIEF OF AMICI CURIAE ELLEN D. KATZ AND THE VOTING RIGHTS INITIATIVE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 756  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","34.    Amicus Brief, BRIEF OF THE NATIONAL BLACK CHAMBER OF COMMERCE AS AMICUS CURIAE IN SUPPORT OF PETITIONER, August 23, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3474  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","35.    Amicus Brief, Brief of Amicus Curiae Cato Institute In Support of Petitioners in Both Cases, August 20, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3528  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","36.    Amicus Brief, BRIEF FOR REASON FOUNDATION AS AMICUS CURIAE IN SUPPORT OF PETITIONER, January 2, 2013, 2013 U.S. S. Ct. Briefs LEXIS 20  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","37.    Amicus Brief, BRIEF OF GABRIEL CHIN, ATIBA ELLIS, CHRISTOPHER S. ELMENDORF, JANAI S. NELSON, BERTRALL ROSS, DANIEL TOKAJI, AND FRANITA TOLSON AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 585  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","38.    Amicus Brief, BRIEF OF ARIZONA, GEORGIA, SOUTH CAROLINA, AND SOUTH DAKOTA AS AMICI CURIAE IN SUPPORT OF PETITIONER, January 2, 2013, 2013 U.S. S. Ct. Briefs LEXIS 12  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","39.    Amicus Brief, BRIEF FOR THE VETERANS OF THE MISSISSIPPI CIVIL RIGHTS MOVEMENT AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS AND INTERVENOR-RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 590  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","40.    Amicus Brief, BRIEF OF THE LEADERSHIP CONFERENCE ON CIVIL AND HUMAN RIGHTS AND THE LEADERSHIP CONFERENCE EDUCATION FUND ET AL. AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 593  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","41.    Amicus Brief, BRIEF FOR THE STATES OF NEW YORK, CALIFORNIA, MISSISSIPPI, AND NORTH CAROLINA AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 657  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","42.    Amicus Brief, BRIEF OF AMICI CURIAE ASIAN AMERICAN PUBLIC INTEREST GROUPS IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 659  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","43.    Amicus Brief, BRIEF FOR AMICI CURIAE SECTION 5 LITIGATION INTERVENORS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 662  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","44.    Amicus Brief, AMICUS CURIAE BRIEF OF THE CENTER FOR CONSTITUTIONAL JURISPRUDENCE IN SUPPORT OF PETITIONER, January 2, 2013, 2013 U.S. S. Ct. Briefs LEXIS 50  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","45.    Amicus Brief, BRIEF OF JUSTICE AND FREEDOM FUND AS AMICUS CURIAE IN SUPPORT OF PETITIONER, December 28, 2012, 2012 U.S. S. Ct. Briefs LEXIS 5494  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","46.    Amicus Brief, BRIEF OF THE NATIONAL BLACK CHAMBER OF COMMERCE AS AMICI CURIAE IN SUPPORT OF THE PETITIONER, January 2, 2013, 2013 U.S. S. Ct. Briefs LEXIS 11  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","47.    Amicus Brief, AMICI CURIAE BRIEF OF THE ALASKA FEDERATION OF NATIVES, ALASKA NATIVE VOTERS AND TRIBES IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 757  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","48.    Amicus Brief, BRIEF OF FORMER DEPARTMENT OF JUSTICE OFFICIALS AS AMICI CURIAE IN SUPPORT OF PETITIONER, August 23, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3472  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","49.    Amicus Brief, BRIEF AMICUS CURIAE OF ABRAHAM LINCOLN FOUNDATION FOR PUBLIC POLICY RESEARCH, INC., AMERICA'S PRAYER NETWORK, CHRISTIANS REVIVING AMERICA'S VALUES, U.S. JUSTICE FOUNDATION, AND CONSERVATIVE LEGAL DEFENSE AND EDUCATION FUND IN SUPPORT OF PETITIONER, January 2, 2013, 2013 U.S. S. Ct. Briefs LEXIS 21  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","50.    Amicus Brief, BRIEF OF JOAQUIN AVILA, NEIL BRADLEY, JULIUS CHAMBERS, U.W. CLEMON, ARMAND DERFNER, JOSE GARZA, FRED GRAY, ROBERT MCDUFF, ROLANDO RIOS, ROBERT RUBIN, EDWARD STILL, ELLIS TURNAGE, AND RONALD WILSON AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 666  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","51.    Amicus Brief, BRIEF AMICUS CURIAE OF PACIFIC LEGAL FOUNDATION, CENTER FOR EQUAL OPPORTUNITY, AND AMERICAN CIVIL RIGHTS FOUNDATION IN SUPPORT OF PETITIONER, January 2, 2013, 2013 U.S. S. Ct. Briefs LEXIS 13  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","52.    Amicus Brief, BRIEF FOR AMICI CURIAE MARCIA L. FUDGE, MEMBER OF CONGRESS AND CHAIR OF THE CONGRESSIONAL BLACK CAUCUS, RUBEN HINOJOSA, MEMBER OF CONGRESS AND CHAIR OF THE CONGRESSIONAL HISPANIC CAUCUS, AND JUDY CHU, MEMBER OF CONGRESS AND CHAIR OF THE CONGRESSIONAL ASIAN PACIFIC AMERICAN CAUCUS, ET AL,, IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 588  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","53.    Amicus Brief, BRIEF OF DICK THORNBURGH, DREW S. DAYS, III, JOHN R. DUNNE, BILL LANN LEE, J. STANLEY POTTINGER, PAUL F. HANCOCK, JAMES P. TURNER, WILLIAM R. YEOMANS, BRIAN K. LANDSBERG, AND GILDA R. DANIELS AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 591  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","54.    Amicus Brief, BRIEF OF ALABAMA LEGISLATIVE BLACK CAUCUS AND ALABAMA ASSOCIATION OF BLACK COUNTY OFFICIALS, AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 660  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","55.    Amicus Brief, BRIEF OF POLITICAL SCIENCE AND LAW PROFESSORS AS AMICI CURIAE IN SUPPORT OF RESPONDENTS, February 1, 2013, 2013 U.S. S. Ct. Briefs LEXIS 663  "
80,"Shelby County v. Holder, 133 S.Ct. 2612 (2013)","56.    Amicus Brief, BRIEF OF STATE OF ALABAMA AS AMICUS CURIAE SUPPORTING PETITIONER, January 2, 2013, 2013 U.S. S. Ct. Briefs LEXIS 48 "
81,"Snyder v. Louisiana, 552 U.S. 472 (2008)","1.    Amicus Brief, BRIEF OF AMICUS CURIAE LOUISIANA ASSOCIATION OF CRIMINAL DEFENSE LAWYERS, May 18, 2007, 2007 U.S. S. Ct. Briefs LEXIS 1887  "
81,"Snyder v. Louisiana, 552 U.S. 472 (2008)","2.    Amicus Brief, BRIEF OF NINE JEFFERSON PARISH MINISTERS AS AMICI CURIAE SUPPORTING PETITIONER, September 5, 2007, 2007 U.S. S. Ct. Briefs LEXIS 722  "
81,"Snyder v. Louisiana, 552 U.S. 472 (2008)","3.    Amicus Brief, BRIEF FOR THE CONSTITUTION PROJECT AS AMICUS CURIAE IN SUPPORT OF PETITIONER, September 5, 2007, 2007 U.S. S. Ct. Briefs LEXIS 723  "
81,"Snyder v. Louisiana, 552 U.S. 472 (2008)","4.    Amicus Brief, BRIEF OF AMICUS CURIAE CORNELL DEATH PENALTY PROJECT IN SUPPORT OF PETITIONER ALLEN SNYDER, May 21, 2007, 2007 U.S. S. Ct. Briefs LEXIS 1886  "
82,"Spallone v. U.S., 493 U.S. 265 (1990)","1.    Brief, BRIEF AMICUS CURIAE OF SAVE YONKERS FEDERATION, INC. IN SUPPORT OF PETITIONERS, April 18, 1989, 1989 U.S. S. Ct. Briefs LEXIS 646  "
82,"Spallone v. U.S., 493 U.S. 265 (1990)","2.    Brief, MOTION FOR LEAVE TO FILE BRIEF AMICUS CURIAE AND BRIEF AMICUS CURIAE OF THE AMERICAN CIVIL LIBERTIES UNION AND THE NEW YORK CIVIL LIBERTIES UNION IN SUPPORT OF RESPONDENTS, June 8, 1989, 1989 U.S. S. Ct. Briefs LEXIS 651  "
83,"St. Mary’s Honor Ctr., v. Hicks, 509 U.S. 502 (1993)","1.    Brief, BRIEF FOR THE UNITED STATES AND THE EQUAL EMPLOYMENT OPPORTUNITY COMMISSION AS AMICI CURIAE, March 23, 1993, 1993 U.S. S. Ct. Briefs LEXIS 206  "
83,"St. Mary’s Honor Ctr., v. Hicks, 509 U.S. 502 (1993)","2.    Brief, BRIEF AMICUS CURIAE OF THE EQUAL EMPLOYMENT ADVISORY COUNCIL IN SUPPORT OF PETITIONERS, February 19, 1993, 1993 U.S. S. Ct. Briefs LEXIS 145  "
83,"St. Mary’s Honor Ctr., v. Hicks, 509 U.S. 502 (1993)","3.    Brief, BRIEF OF WASHINGTON LEGAL FOUNDATION AND THE EQUAL OPPORTUNITY FOUNDATION AS AMICI CURIAE IN SUPPORT OF PETITIONERS, February 22, 1993, 1993 U.S. S. Ct. Briefs LEXIS 156  "
83,"St. Mary’s Honor Ctr., v. Hicks, 509 U.S. 502 (1993)","4.    Brief, BRIEF OF THE LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW AND OTHERS * AS AMICI CURIAE IN SUPPORT OF RESPONDENT , March 24, 1993, 1993 U.S. S. Ct. Briefs LEXIS 207  "
83,"St. Mary’s Honor Ctr., v. Hicks, 509 U.S. 502 (1993)","5.    Brief, BRIEF OF THE NATIONAL ASSOCIATION OF MANUFACTURERS AS AMICUS CURIAE IN SUPPORT OF PETITIONERS, February 22, 1993, 1993 U.S. S. Ct. Briefs LEXIS 157  "
83,"St. Mary’s Honor Ctr., v. Hicks, 509 U.S. 502 (1993)","6.    Brief, BRIEF AMICUS CURIAE OF THE CHAMBER OF COMMERCE OF THE UNITED STATES OF AMERICA IN SUPPORT OF THE PETITIONERS, February 22, 1993, 1993 U.S. S. Ct. Briefs LEXIS 155  "
83,"St. Mary’s Honor Ctr., v. Hicks, 509 U.S. 502 (1993)","7.    Brief, BRIEF AMICUS CURIAE OF THE NATIONAL EMPLOYMENT LAWYERS ASSOCIATION IN SUPPORT OF RESPONDENT, March 24, 1993, 1993 U.S. S. Ct. Briefs LEXIS 208  "
84,"Swierkiewicz v. Sorema N.A., 534 U.S. 506 (2002)","1.    Brief, BRIEF AMICUS CURIAE OF THE EQUAL EMPLOYMENT ADVISORY COUNCIL IN SUPPORT OF RESPONDENT The Equal Employment Advisory Council respectfully submits this brief as amicus curiae. n1 Letters of consent from all parties has been filed with the Court. The brief urges this Court to affirm the decision below, and thus supports the position of the Respondent Sorema, N.A., November 21, 2001, 2001 U.S. S. Ct. Briefs LEXIS 131 Client/Matter:  -None- "
84,"Swierkiewicz v. Sorema N.A., 534 U.S. 506 (2002)","2.    Brief, BRIEF AMICI CURIAE OF NATIONAL EMPLOYMENT LAWYERS ASSOCIATION, AARP, AMERICAN CIVIL LIBERTIES UNION, THE NATIONAL PARTNERSHIP FOR WOMEN AND FAMILIES, THE NATIONAL WOMEN'S LAW CENTER, AND NOW LEGAL DEFENSE AND EDUCATION FUND IN SUPPORT OF PETITIONER, November 16, 2001, 2001 U.S. S. Ct. Briefs LEXIS 60 Client/Matter:  -None- "
84,"Swierkiewicz v. Sorema N.A., 534 U.S. 506 (2002)","3.    Brief, BRIEF FOR THE UNITED STATES AND THE EQUAL EMPLOYMENT OPPORTUNITY COMMISSION AS AMICI CURIAE SUPPORTING PETITIONER, November 16, 2001, 2001 U.S. S. Ct. Briefs LEXIS 23 Client/Matter:  -None- "
84,"Swierkiewicz v. Sorema N.A., 534 U.S. 506 (2002)","4.    Brief, BRIEF OF AMICUS CURIAE CENTER FOR INDIVIDUAL FREEDOM IN SUPPORT OF RESPONDENT, December 21, 2001, 2001 U.S. S. Ct. Briefs LEXIS 137 Client/Matter:  -None- "
84,"Swierkiewicz v. Sorema N.A., 534 U.S. 506 (2002)","5.    Brief, BRIEF OF THE NAACP LEGAL DEFENSE AND EDUCATIONAL FUND, INC. AS AMICUS CURIAE IN SUPPORT OF PETITIONER 1No counsel for any party authored this brief in whole or in part, and no person or entity other than amicus made any monetary contribution to the preparation or submission of this brief., November 16, 2001, 2001 U.S. S. Ct. Briefs LEXIS 38 Client/Matter:  -None- "
85,"Teague v. Lane, 489 U.S. 288 (1989)","1.    Brief, BRIEF AMICUS CURIAE OF THE CRIMINAL JUSTICE LEGAL FOUNDATION IN SUPPORT OF RESPONDENT, July 1, 1988, 1988 U.S. S. Ct. Briefs LEXIS 1084  "
85,"Teague v. Lane, 489 U.S. 288 (1989)","2.    Brief, BRIEF FOR THE LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW AS AMICUS CURIAE, May 12, 1988, 1988 U.S. S. Ct. Briefs LEXIS 1081  "
85,"Teague v. Lane, 489 U.S. 288 (1989)","3.    Brief, BRIEF AMICI CURIAE OF THE NAACP LEGAL DEFENSE AND EDUCATIONAL FUND, INC., AND THE AMERICAN CIVIL LIBERTIES UNION IN SUPPORT OF PETITIONER, May 12, 1988, 1988 U.S. S. Ct. Briefs LEXIS 1082  "
86,"U.S. v. Armstrong, 517 U.S. 456 (1996)","1.       BRIEF AMICUS CURIAE OF FORMER LAW ENFORCEMENT OFFICIALS & POLICE ORGANIZATIONS, ET AL. IN SUPPORT OF RESPONDENTS"
86,"U.S. v. Armstrong, 517 U.S. 456 (1996)","2.       BRIEF OF NAACP LEGAL DEFENSE & EDUCATIONAL FUND, INC., AND AMERICAN CIVIL LIBERTIES UNION AS AMICUS CURIAE IN SUPPORT OF RESPONDENTS"
86,"U.S. v. Armstrong, 517 U.S. 456 (1996)","3.       BRIEF FOR THE NATIONAL ASSOCIATION OF CRIMINAL DEFENSE LAWYERS AS AMICUS CURIAE IN SUPPORT OF RESPONDENT"
86,"U.S. v. Armstrong, 517 U.S. 456 (1996)","4.       MOTION FOR LEAVE TO FILE BRIEF AND BRIEF OF WASHINGTON LEGAL FOUNDATION, MARYLAND COALITION AGAINST CRIME, INC., PARENTS ASSOCIATION TO NEUTRALIZE DRUG AND ALCOHOL ABUSE, INC., AND ALLIED EDUCATIONAL FOUNDATION AS AMICI CURIAE IN SUPPORT OF PETITIONER"
86,"U.S. v. Armstrong, 517 U.S. 456 (1996)","5.       MOTION FOR LEAVE TO FILE AND BRIEF AMICUS CURIAE OF THE CRIMINAL JUSTICE LEGAL FOUNDATION IN SUPPORT OF PETITIONER"
87,"U.S. v. Fordice, 505 U.S. 717 (1992)","1.    Brief, MOTION FOR LEAVE TO FILE OUT OF TIME BRIEF AMICUS CURIAE, AND BRIEF AMICUS CURIAE, OF JOHN F. KNIGHT, JR., AND ALEASE S. SIMS IN SUPPORT OF PETITIONERS, October 9, 1991, 1991 U.S. S. Ct. Briefs LEXIS 362  "
87,"U.S. v. Fordice, 505 U.S. 717 (1992)","2.    Brief, MOTION OF JACKSON STATE UNIVERSITY FOR LEAVE TO FILE BRIEF AMICUS CURIAE IN SUPPORT OF PLAINTIFF-PETITIONERS AND BRIEF, July 3, 1991, 1991 U.S. S. Ct. Briefs LEXIS 335  "
87,"U.S. v. Fordice, 505 U.S. 717 (1992)","3.    Brief, AMICUS BRIEF OF THE STATE OF TENNESSEE IN SUPPORT OF UNITED STATES, July 1, 1991, 1991 U.S. S. Ct. Briefs LEXIS 281  "
87,"U.S. v. Fordice, 505 U.S. 717 (1992)","4.    Brief, MOTION FOR LEAVE TO FILE BRIEF AND BRIEF OF THE ALCORN STATE UNIVERSITY NATIONAL ALUMNI ASSOCIATION AS AMICUS CURIAE IN SUPPORT OF PETITIONERS, June 28, 1991, 1991 U.S. S. Ct. Briefs LEXIS 285  "
87,"U.S. v. Fordice, 505 U.S. 717 (1992)","5.    Brief, MOTION FOR LEAVE TO FILE BRIEF AMICI CURIAE AND BRIEF AMICI CURIAE OF JOSEPH A. CALIFANO, JR., MARY F. BERRY, ERNEST L. BOYER AND DAVID S. TATEL, July 1, 1991, 1991 U.S. S. Ct. Briefs LEXIS 279  "
87,"U.S. v. Fordice, 505 U.S. 717 (1992)","6.    Brief, MOTION FOR LEAVE TO FILE AND BRIEF OF THE NAACP LEGAL DEFENSE AND EDUCATIONAL FUND, INC., AMERICAN CIVIL LIBERTIES UNION, AND THE NATIONAL CONFERENCE OF BLACK LAWYERS AS AMICI CURIAE IN SUPPORT OF PETITIONERS, July 1, 1991, 1991 U.S. S. Ct. Briefs LEXIS 283  "
87,"U.S. v. Fordice, 505 U.S. 717 (1992)","7.    Brief, Motion For Leave To File Brief Amici Curiae And Brief Amici Curiae Of Charles E. ""Buddy"" Roemer, III, Governor Of The State Of Louisiana, Board Of Regents Of The State Of Louisiana, And Board Of Supervisors Of Louisiana State University And Agricultural And Mechanical College In Support Of Respondents, August 9, 1991, 1991 U.S. S. Ct. Briefs LEXIS 334  "
87,"U.S. v. Fordice, 505 U.S. 717 (1992)","8.    Brief, MOTION FOR LEAVE TO FILE AND BRIEF OF THE NATIONAL BAR ASSOCIATION, THE NATIONAL ASSOCIATION FOR EQUAL OPPORTUNITY IN HIGHER EDUCATION AND THE CONGRESSIONAL BLACK CAUCUS AMICI CURIAE IN SUPPORT OF PETITIONER, May 30, 1991, 1991 U.S. S. Ct. Briefs LEXIS 286  "
88,"Univ. of Pa. v. E.E.O.C., 493 U.S. 182 (1990)","1.    Brief, BRIEF OF PRINCETON UNIVERSITY, BROWN UNIVERSITY, STANFORD UNIVERSITY, HARVARD UNIVERSITY, AND YALE UNIVERSITY, AS AMICI CURIAE, IN SUPPORT OF THE PETITION, November 21, 1988, 1988 U.S. S. Ct. Briefs LEXIS 117  "
88,"Univ. of Pa. v. E.E.O.C., 493 U.S. 182 (1990)","2.    Brief, BRIEF OF THE AMERICAN COUNCIL ON EDUCATION AS AMICUS CURIAE IN SUPPORT OF PETITIONER, June 23, 1989, 1989 U.S. S. Ct. Briefs LEXIS 847  "
88,"Univ. of Pa. v. E.E.O.C., 493 U.S. 182 (1990)","3.    Brief, MOTION AND BRIEF OF PRESIDENT AND FELLOWS OF HARVARD COLLEGE AS AMICUS CURIAE IN SUPPORT OF PETITIONER, June 20, 1989, 1989 U.S. S. Ct. Briefs LEXIS 850  "
88,"Univ. of Pa. v. E.E.O.C., 493 U.S. 182 (1990)","4.    Brief, BRIEF OF AMICI CURIAE NOW LEGAL DEFENSE AND EDUCATION FUND AND ROSALIE TUNG, ET AL. IN SUPPORT OF RESPONDENT, AAUW LEGAL ADVOCACY FUND, AFRICAN AMERICAN ASSOCIATION, ASIAN PACIFIC AMERICAN LEGAL CENTER OF SOUTHERN CALIFORNIA, ASSOCIATION OF WOMEN FACULTY AND ADMINISTRATORS OF THE UNIVERSITY OF PENNSYLVANIA, FEDERATION OF ORGANIZATIONS FOR PROFESSIONAL WOMEN, NATIONAL COALITION FOR UNIVERSITIES IN THE PUBLIC INTEREST, NATIONAL WOMEN'S LAW CENTER, NATIONAL WOMEN'S STUDIES ASSOCIATION, WOMEN'S EQUITY ACTION LEAGUE, WOMEN'S LEGAL DEFENSE FUND, August 10, 1989, 1989 U.S. S. Ct. Briefs LEXIS 845  "
88,"Univ. of Pa. v. E.E.O.C., 493 U.S. 182 (1990)","5.    Brief, BRIEF OF THE AMERICAN ASSOCIATION OF UNIVERSITY PROFESSORS, AMICUS CURIAE, IN SUPPORT OF THE PETITION, November 17, 1988, 1988 U.S. S. Ct. Briefs LEXIS 116  "
88,"Univ. of Pa. v. E.E.O.C., 493 U.S. 182 (1990)","6.    Brief, BRIEF OF STANFORD UNIVERSITY, YALE UNIVERSITY AND PRINCETON UNIVERSITY AS AMICI CURIAE IN SUPPORT OF PETITIONER, June 23, 1989, 1989 U.S. S. Ct. Briefs LEXIS 846  "
88,"Univ. of Pa. v. E.E.O.C., 493 U.S. 182 (1990)","7.    Brief, BRIEF OF THE AMERICAN ASSOCIATION OF UNIVERSITY PROFESSORS, AMICUS CURIAE, NON-ALIGNED, June 16, 1989, 1989 U.S. S. Ct. Briefs LEXIS 849  "
